burdened,"[0.967741935483871, 0.016129032258064516, 0.0, 0.0, 0.0, 0.016129032258064516]"
lately,"[0.336734693877551, 0.15306122448979592, 0.061224489795918366, 0.29591836734693877, 0.15306122448979592, 0.0]"
wasnt,"[0.3052631578947369, 0.18947368421052632, 0.05263157894736842, 0.33684210526315794, 0.0736842105263158, 0.04210526315789474]"
sure,"[0.1810344827586207, 0.14224137931034483, 0.05172413793103448, 0.47413793103448276, 0.10344827586206896, 0.04741379310344827]"
why,"[0.33480176211453744, 0.16740088105726872, 0.05726872246696035, 0.19383259911894274, 0.1894273127753304, 0.05726872246696035]"
was,"[0.3022002694207454, 0.14907947911989222, 0.0655590480466996, 0.2954647507858105, 0.13740458015267176, 0.05029187247418051]"
taking,"[0.2736842105263158, 0.17894736842105263, 0.08421052631578947, 0.28421052631578947, 0.11578947368421053, 0.06315789473684211]"
or,"[0.29775280898876405, 0.16452648475120385, 0.06179775280898876, 0.3017656500802568, 0.14686998394863562, 0.027287319422150885]"
milligrams,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
times,"[0.39444444444444443, 0.1111111111111111, 0.07777777777777779, 0.2388888888888889, 0.14444444444444446, 0.03333333333333334]"
recommended,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
amount,"[0.22857142857142856, 0.08571428571428572, 0.14285714285714285, 0.2, 0.2, 0.14285714285714285]"
fallen,"[0.42857142857142855, 0.14285714285714285, 0.0, 0.2857142857142857, 0.0, 0.14285714285714285]"
asleep,"[0.3333333333333333, 0.16666666666666666, 0.05555555555555555, 0.2777777777777778, 0.1111111111111111, 0.05555555555555555]"
lot,"[0.33620689655172414, 0.1206896551724138, 0.09482758620689655, 0.28448275862068967, 0.12931034482758622, 0.034482758620689655]"
faster,"[0.2727272727272727, 0.09090909090909091, 0.0, 0.45454545454545453, 0.09090909090909091, 0.09090909090909091]"
but,"[0.29711751662971175, 0.1476718403547672, 0.07937915742793791, 0.3055432372505543, 0.12993348115299336, 0.040354767184035474]"
also,"[0.228486646884273, 0.13353115727002968, 0.0830860534124629, 0.3768545994065282, 0.12462908011869436, 0.05341246290801187]"
like,"[0.29711141678129305, 0.13204951856946356, 0.10522696011004126, 0.34594222833562593, 0.08872077028885833, 0.030949105914718018]"
funny,"[0.14492753623188406, 0.028985507246376812, 0.014492753623188406, 0.07246376811594203, 0.028985507246376812, 0.7101449275362319]"
as,"[0.2504792332268371, 0.12715654952076677, 0.09840255591054313, 0.3718849840255591, 0.11693290734824281, 0.03514376996805112]"
confused,"[0.12676056338028172, 0.09859154929577464, 0.028169014084507043, 0.028169014084507043, 0.6056338028169015, 0.11267605633802817]"
life,"[0.3194192377495463, 0.11978221415607986, 0.10163339382940109, 0.32849364791288566, 0.09074410163339383, 0.039927404718693285]"
teenager,"[0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.3076923076923077, 0.0]"
jaded,"[0.9318181818181819, 0.0, 0.02272727272727273, 0.0, 0.02272727272727273, 0.02272727272727273]"
year,"[0.2391304347826087, 0.08695652173913043, 0.09782608695652174, 0.44565217391304346, 0.08152173913043478, 0.04891304347826087]"
old,"[0.24193548387096775, 0.21774193548387097, 0.12096774193548387, 0.25, 0.12096774193548387, 0.04838709677419355]"
man,"[0.20238095238095238, 0.14285714285714288, 0.10714285714285714, 0.38095238095238093, 0.1547619047619048, 0.011904761904761904]"
have,"[0.2760791366906475, 0.1223021582733813, 0.08812949640287769, 0.38219424460431656, 0.09442446043165467, 0.0368705035971223]"
with,"[0.24615384615384617, 0.16674937965260547, 0.08138957816377171, 0.3598014888337469, 0.09826302729528535, 0.04764267990074442]"
petronas,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
for,"[0.31427396133278485, 0.12546277252159604, 0.11846976552858905, 0.33196215549156727, 0.08062525709584534, 0.029206088029617442]"
years,"[0.34210526315789475, 0.13157894736842105, 0.05263157894736842, 0.34210526315789475, 0.09210526315789473, 0.039473684210526314]"
has,"[0.2627737226277373, 0.13381995133819954, 0.0948905109489051, 0.3527980535279806, 0.11678832116788321, 0.03892944038929441]"
performed,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.5]"
well,"[0.1709090909090909, 0.09454545454545454, 0.06909090909090909, 0.56, 0.09090909090909091, 0.014545454545454545]"
made,"[0.3108108108108108, 0.13513513513513514, 0.08783783783783784, 0.36486486486486486, 0.07432432432432433, 0.02702702702702703]"
huge,"[0.28571428571428575, 0.07142857142857144, 0.07142857142857144, 0.3571428571428572, 0.1785714285714286, 0.03571428571428572]"
profit,"[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]"
romantic,"[0.0784313725490196, 0.0, 0.8235294117647058, 0.058823529411764705, 0.0196078431372549, 0.0196078431372549]"
too,"[0.27702702702702703, 0.13513513513513514, 0.10585585585585586, 0.32657657657657657, 0.12387387387387387, 0.03153153153153153]"
make,"[0.26577437858508607, 0.10707456978967496, 0.0745697896749522, 0.43021032504780116, 0.09751434034416825, 0.0248565965583174]"
suffering,"[0.8695652173913044, 0.06521739130434784, 0.04347826086956522, 0.0, 0.02173913043478261, 0.0]"
m,"[0.253932584269663, 0.17303370786516856, 0.07415730337078653, 0.31460674157303375, 0.12808988764044946, 0.05617977528089888]"
seeing,"[0.21666666666666667, 0.11666666666666667, 0.15, 0.26666666666666666, 0.15, 0.1]"
mean,"[0.2735849056603774, 0.22641509433962265, 0.10377358490566038, 0.3113207547169812, 0.03773584905660378, 0.04716981132075472]"
something,"[0.27485380116959063, 0.1267056530214425, 0.08187134502923976, 0.3762183235867446, 0.1111111111111111, 0.029239766081871343]"
do,"[0.29174484052532834, 0.15196998123827393, 0.075046904315197, 0.3151969981238274, 0.13320825515947468, 0.03283302063789869]"
running,"[0.31818181818181823, 0.07575757575757577, 0.13636363636363638, 0.33333333333333337, 0.13636363636363638, 0.0]"
divine,"[0.01639344262295082, 0.01639344262295082, 0.0, 0.9672131147540983, 0.0, 0.0]"
experience,"[0.23943661971830985, 0.07042253521126761, 0.08450704225352113, 0.49295774647887325, 0.056338028169014086, 0.056338028169014086]"
expect,"[0.30303030303030304, 0.15151515151515152, 0.06060606060606061, 0.36363636363636365, 0.09090909090909091, 0.030303030303030304]"
some,"[0.2407108239095315, 0.16155088852988692, 0.10662358642972536, 0.3505654281098546, 0.10339256865912763, 0.03715670436187399]"
type,"[0.26315789473684215, 0.10526315789473684, 0.05263157894736842, 0.42105263157894735, 0.13157894736842107, 0.02631578947368421]"
of,"[0.2849699398797595, 0.12625250501002003, 0.09659318637274548, 0.3308617234468938, 0.12304609218436874, 0.038276553106212426]"
spiritual,"[0.2727272727272727, 0.0, 0.09090909090909091, 0.45454545454545453, 0.09090909090909091, 0.09090909090909091]"
encounter,"[0.2, 0.2, 0.2, 0.4, 0.0, 0.0]"
think,"[0.2936241610738255, 0.13590604026845637, 0.0738255033557047, 0.33221476510067116, 0.12583892617449666, 0.03859060402684564]"
s,"[0.23839662447257384, 0.1308016877637131, 0.11392405063291139, 0.3691983122362869, 0.10337552742616034, 0.04430379746835443]"
easiest,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
time,"[0.2506297229219143, 0.14861460957178838, 0.08564231738035263, 0.3652392947103274, 0.10453400503778335, 0.04534005037783374]"
dissatisfied,"[0.0, 0.9818181818181818, 0.0, 0.0, 0.01818181818181818, 0.0]"
low,"[0.7956989247311829, 0.03225806451612904, 0.03225806451612904, 0.09677419354838711, 0.03225806451612904, 0.010752688172043013]"
energy,"[0.30434782608695654, 0.10144927536231885, 0.07246376811594203, 0.4057971014492754, 0.11594202898550725, 0.0]"
thirsty,"[0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]"
immense,"[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]"
sympathy,"[0.38461538461538464, 0.07692307692307693, 0.15384615384615385, 0.38461538461538464, 0.0, 0.0]"
general,"[0.3, 0.16666666666666666, 0.03333333333333333, 0.36666666666666664, 0.1, 0.03333333333333333]"
point,"[0.29365079365079366, 0.12698412698412698, 0.06349206349206349, 0.373015873015873, 0.1111111111111111, 0.031746031746031744]"
possible,"[0.2571428571428571, 0.17142857142857143, 0.08571428571428572, 0.2857142857142857, 0.08571428571428572, 0.11428571428571428]"
proto,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
writer,"[0.21428571428571427, 0.0, 0.07142857142857142, 0.5, 0.14285714285714285, 0.07142857142857142]"
trying,"[0.2789473684210526, 0.15263157894736842, 0.1, 0.28421052631578947, 0.13157894736842105, 0.05263157894736842]"
find,"[0.25892857142857145, 0.08482142857142858, 0.08928571428571429, 0.34375, 0.14285714285714285, 0.08035714285714286]"
write,"[0.25, 0.08783783783783784, 0.060810810810810814, 0.3783783783783784, 0.20270270270270271, 0.02027027027027027]"
in,"[0.26769589280512673, 0.12175939411593359, 0.08709583454704341, 0.3690649577628896, 0.11622487620157297, 0.03815904456743373]"
corners,"[0.0, 0.2, 0.0, 0.8, 0.0, 0.0]"
no,"[0.33710407239819007, 0.1425339366515837, 0.09954751131221719, 0.2850678733031674, 0.11312217194570136, 0.02262443438914027]"
sign,"[0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.3333333333333333, 0.08333333333333333, 0.0]"
an,"[0.3386243386243386, 0.1146384479717813, 0.05114638447971781, 0.3950617283950617, 0.07054673721340388, 0.029982363315696647]"
agent,"[0.25, 0.0, 0.0, 0.5, 0.0, 0.25]"
let,"[0.26993865030674846, 0.15337423312883436, 0.12883435582822086, 0.3006134969325153, 0.1165644171779141, 0.03067484662576687]"
alone,"[0.621301775147929, 0.07100591715976332, 0.04142011834319527, 0.14201183431952663, 0.08875739644970414, 0.03550295857988166]"
publishing,"[0.14285714285714288, 0.0, 0.28571428571428575, 0.28571428571428575, 0.28571428571428575, 0.0]"
contract,"[0.25, 0.25, 0.0, 0.25, 0.25, 0.0]"
this,"[0.2696360153256705, 0.1388888888888889, 0.0871647509578544, 0.3539272030651341, 0.11254789272030652, 0.037835249042145594]"
feels,"[0.22600619195046442, 0.11455108359133129, 0.13622291021671828, 0.3343653250773994, 0.12074303405572757, 0.06811145510835914]"
precious,"[0.078125, 0.015625, 0.0, 0.890625, 0.0, 0.015625]"
not,"[0.28407224958949095, 0.1412151067323481, 0.08319649698960044, 0.3393541324575807, 0.11658456486042693, 0.03557744937055282]"
reassured,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
anxiety,"[0.32142857142857145, 0.14285714285714285, 0.07142857142857142, 0.21428571428571427, 0.25, 0.0]"
each,"[0.175, 0.15833333333333333, 0.13333333333333333, 0.4083333333333333, 0.075, 0.05]"
side,"[0.2647058823529412, 0.22058823529411764, 0.11764705882352941, 0.27941176470588236, 0.08823529411764706, 0.029411764705882353]"
really,"[0.29299363057324845, 0.13163481953290873, 0.09766454352441614, 0.3280254777070064, 0.10615711252653928, 0.04352441613588111]"
embarrassed,"[0.8823529411764708, 0.04411764705882354, 0.01470588235294118, 0.0, 0.04411764705882354, 0.01470588235294118]"
pretty,"[0.30612244897959184, 0.06887755102040816, 0.030612244897959183, 0.46938775510204084, 0.08418367346938775, 0.04081632653061224]"
pathetic,"[0.9454545454545454, 0.03636363636363636, 0.0, 0.0, 0.01818181818181818, 0.0]"
most,"[0.2563176895306859, 0.09386281588447654, 0.06859205776173286, 0.4296028880866426, 0.10108303249097472, 0.05054151624548736]"
started,"[0.27272727272727276, 0.1647727272727273, 0.06818181818181819, 0.25568181818181823, 0.18181818181818185, 0.056818181818181816]"
sentimental,"[0.9714285714285714, 0.0, 0.0, 0.0, 0.02857142857142857, 0.0]"
dolls,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
had,"[0.32127955493741306, 0.1404728789986092, 0.08344923504867872, 0.3031988873435327, 0.11961057023643949, 0.031988873435326845]"
child,"[0.2530120481927711, 0.1927710843373494, 0.12048192771084337, 0.2289156626506024, 0.14457831325301207, 0.060240963855421686]"
began,"[0.2758620689655173, 0.15517241379310348, 0.13793103448275865, 0.22413793103448276, 0.1896551724137931, 0.01724137931034483]"
collection,"[0.4, 0.0, 0.1, 0.5, 0.0, 0.0]"
vintage,"[0.2222222222222222, 0.0, 0.1111111111111111, 0.6666666666666666, 0.0, 0.0]"
barbie,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
sixties,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
now,"[0.28368794326241137, 0.11914893617021277, 0.06808510638297872, 0.39148936170212767, 0.11063829787234042, 0.02695035460992908]"
compromised,"[0.0, 0.25, 0.0, 0.5, 0.25, 0.0]"
skeptical,"[0.0, 0.0, 0.0, 0.02857142857142857, 0.9714285714285714, 0.0]"
value,"[0.4, 0.0, 0.1, 0.2, 0.3, 0.0]"
every,"[0.2992125984251969, 0.17716535433070865, 0.07086614173228346, 0.3188976377952756, 0.09448818897637795, 0.03937007874015748]"
unit,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5]"
work,"[0.2919254658385093, 0.10869565217391304, 0.062111801242236024, 0.36335403726708076, 0.12732919254658384, 0.046583850931677016]"
put,"[0.2781954887218045, 0.12781954887218044, 0.06766917293233082, 0.37593984962406013, 0.12781954887218044, 0.022556390977443608]"
irritated,"[0.0625, 0.890625, 0.015625, 0.015625, 0.015625, 0.0]"
rejected,"[0.8870967741935484, 0.016129032258064516, 0.0, 0.08064516129032258, 0.016129032258064516, 0.0]"
without,"[0.3444976076555024, 0.14354066985645933, 0.07177033492822966, 0.2631578947368421, 0.1339712918660287, 0.0430622009569378]"
anyone,"[0.34074074074074073, 0.15555555555555556, 0.07407407407407407, 0.25925925925925924, 0.1259259259259259, 0.044444444444444446]"
doing,"[0.3073770491803279, 0.10245901639344263, 0.06967213114754098, 0.3770491803278688, 0.11885245901639344, 0.02459016393442623]"
anything,"[0.3013698630136986, 0.1415525114155251, 0.0776255707762557, 0.3333333333333333, 0.1141552511415525, 0.0319634703196347]"
saying,"[0.25, 0.23863636363636365, 0.056818181818181816, 0.25, 0.10227272727272728, 0.10227272727272728]"
completely,"[0.4298245614035088, 0.08771929824561403, 0.07894736842105263, 0.24561403508771928, 0.12280701754385964, 0.03508771929824561]"
overwhelmed,"[0.09420289855072464, 0.036231884057971016, 0.0, 0.043478260869565216, 0.4057971014492754, 0.42028985507246375]"
two,"[0.2847682119205298, 0.09933774834437085, 0.07947019867549669, 0.3708609271523179, 0.1390728476821192, 0.026490066225165563]"
strategies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
help,"[0.27573529411764713, 0.1360294117647059, 0.08088235294117649, 0.3345588235294118, 0.1360294117647059, 0.03676470588235295]"
me,"[0.27717626678215684, 0.15201385881333915, 0.09527934170636639, 0.31918579471632746, 0.11779991338241663, 0.038544824599393686]"
grounded,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]"
pour,"[0.14285714285714288, 0.0, 0.28571428571428575, 0.28571428571428575, 0.28571428571428575, 0.0]"
my,"[0.29068409992995564, 0.1337847303292085, 0.09315900070044361, 0.3217371001634368, 0.1225776325005837, 0.038057436376371705]"
heart,"[0.3931034482758621, 0.06206896551724138, 0.12413793103448276, 0.22758620689655173, 0.1793103448275862, 0.013793103448275862]"
out,"[0.2995049504950495, 0.14108910891089108, 0.05816831683168317, 0.34405940594059403, 0.1188118811881188, 0.038366336633663366]"
journal,"[0.25000000000000006, 0.08333333333333334, 0.25000000000000006, 0.25000000000000006, 0.16666666666666669, 0.0]"
form,"[0.4375, 0.1875, 0.0625, 0.1875, 0.125, 0.0]"
letter,"[0.2777777777777778, 0.05555555555555555, 0.0, 0.5, 0.1111111111111111, 0.05555555555555555]"
god,"[0.13970588235294115, 0.13970588235294115, 0.1838235294117647, 0.38970588235294107, 0.11029411764705879, 0.036764705882352935]"
then,"[0.3333333333333333, 0.13707165109034267, 0.06542056074766354, 0.3146417445482866, 0.1059190031152648, 0.04361370716510903]"
end,"[0.34246575342465757, 0.17808219178082194, 0.0547945205479452, 0.28767123287671237, 0.11643835616438356, 0.020547945205479454]"
list,"[0.2608695652173913, 0.08695652173913043, 0.08695652173913043, 0.3695652173913043, 0.06521739130434782, 0.13043478260869565]"
five,"[0.29629629629629634, 0.03703703703703704, 0.11111111111111113, 0.48148148148148157, 0.03703703703703704, 0.03703703703703704]"
things,"[0.3229166666666667, 0.16666666666666666, 0.06041666666666667, 0.28958333333333336, 0.12083333333333333, 0.03958333333333333]"
grateful,"[0.10869565217391304, 0.10869565217391304, 0.13043478260869565, 0.45652173913043476, 0.13043478260869565, 0.06521739130434782]"
she,"[0.2720763723150358, 0.1718377088305489, 0.09307875894988067, 0.3221957040572792, 0.09785202863961814, 0.04295942720763723]"
amused,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
delighted,"[0.0, 0.03125, 0.0, 0.875, 0.0, 0.09375]"
able,"[0.2342857142857143, 0.09142857142857143, 0.05714285714285714, 0.44571428571428573, 0.15428571428571428, 0.017142857142857144]"
chai,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
lifeline,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
your,"[0.20391061452513967, 0.11173184357541899, 0.18994413407821228, 0.39106145251396646, 0.09217877094972067, 0.0111731843575419]"
support,"[0.12903225806451613, 0.0967741935483871, 0.12903225806451613, 0.5161290322580645, 0.0967741935483871, 0.03225806451612903]"
encouragement,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
great,"[0.27358490566037735, 0.09433962264150944, 0.09433962264150944, 0.39622641509433965, 0.12264150943396226, 0.018867924528301886]"
glad,"[0.08602150537634409, 0.03225806451612903, 0.0, 0.8709677419354839, 0.010752688172043012, 0.0]"
you,"[0.23385452073419438, 0.13528212100611825, 0.14411964649898026, 0.36097892590074776, 0.09517335146159073, 0.03059143439836845]"
were,"[0.23225806451612904, 0.15806451612903225, 0.07419354838709677, 0.3774193548387097, 0.10967741935483871, 0.04838709677419355]"
already,"[0.29012345679012347, 0.11728395061728394, 0.09259259259259259, 0.345679012345679, 0.12962962962962962, 0.024691358024691357]"
fucked,"[0.015625, 0.9375, 0.0, 0.015625, 0.03125, 0.0]"
up,"[0.30053475935828877, 0.16898395721925133, 0.06844919786096257, 0.279144385026738, 0.13689839572192514, 0.045989304812834225]"
though,"[0.2773722627737226, 0.13138686131386862, 0.10218978102189781, 0.33941605839416056, 0.11313868613138686, 0.0364963503649635]"
because,"[0.317199654278306, 0.15730337078651685, 0.0682800345721694, 0.2791702679343129, 0.14520311149524634, 0.032843560933448576]"
dont,"[0.32780082987551873, 0.1452282157676349, 0.06846473029045645, 0.29668049792531126, 0.1369294605809129, 0.024896265560165973]"
usually,"[0.36111111111111116, 0.16666666666666669, 0.06944444444444446, 0.2361111111111111, 0.13888888888888892, 0.027777777777777776]"
eat,"[0.3548387096774193, 0.20967741935483866, 0.06451612903225805, 0.22580645161290316, 0.1290322580645161, 0.016129032258064512]"
at,"[0.27252906976744184, 0.1693313953488372, 0.07267441860465117, 0.3168604651162791, 0.1119186046511628, 0.056686046511627904]"
all,"[0.3083475298126065, 0.14565587734241908, 0.09028960817717206, 0.3143100511073254, 0.10817717206132879, 0.03321976149914821]"
morning,"[0.33093525179856115, 0.10071942446043165, 0.09352517985611511, 0.38848920863309355, 0.07194244604316546, 0.014388489208633094]"
love,"[0.222, 0.09, 0.194, 0.382, 0.082, 0.03]"
wish,"[0.27586206896551724, 0.14942528735632185, 0.10344827586206896, 0.3103448275862069, 0.13793103448275862, 0.022988505747126436]"
best,"[0.27777777777777785, 0.13888888888888892, 0.1111111111111111, 0.36111111111111116, 0.0925925925925926, 0.01851851851851852]"
him,"[0.26956521739130435, 0.17391304347826086, 0.14608695652173914, 0.271304347826087, 0.11652173913043479, 0.022608695652173914]"
longer,"[0.2318840579710145, 0.08695652173913045, 0.07246376811594205, 0.5072463768115943, 0.08695652173913045, 0.014492753623188406]"
tolerate,"[0.2, 0.2, 0.0, 0.6, 0.0, 0.0]"
effect,"[0.15384615384615385, 0.07692307692307693, 0.23076923076923078, 0.46153846153846156, 0.07692307692307693, 0.0]"
bm,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
our,"[0.20640569395017794, 0.11387900355871886, 0.13523131672597866, 0.40569395017793597, 0.09608540925266904, 0.042704626334519574]"
lives,"[0.18, 0.14, 0.16, 0.4, 0.1, 0.02]"
fact,"[0.33980582524271846, 0.1553398058252427, 0.06796116504854369, 0.2912621359223301, 0.11650485436893204, 0.02912621359223301]"
turned,"[0.4, 0.1, 0.1, 0.30000000000000004, 0.1, 0.0]"
into,"[0.24274406332453827, 0.11345646437994723, 0.07387862796833773, 0.36939313984168864, 0.16358839050131926, 0.036939313984168866]"
bitter,"[0.07407407407407407, 0.8888888888888888, 0.037037037037037035, 0.0, 0.0, 0.0]"
angry,"[0.152, 0.68, 0.024, 0.056, 0.072, 0.016]"
person,"[0.2783018867924528, 0.1650943396226415, 0.09433962264150944, 0.330188679245283, 0.11320754716981132, 0.018867924528301886]"
always,"[0.30140845070422534, 0.09014084507042254, 0.08450704225352113, 0.3408450704225352, 0.12394366197183099, 0.059154929577464786]"
particularly,"[0.18823529411764706, 0.16470588235294117, 0.17647058823529413, 0.4, 0.047058823529411764, 0.023529411764705882]"
kind,"[0.3581395348837209, 0.16279069767441862, 0.09767441860465116, 0.22790697674418606, 0.13953488372093023, 0.013953488372093023]"
people,"[0.2691131498470948, 0.16055045871559634, 0.08256880733944955, 0.3103975535168196, 0.13302752293577982, 0.04434250764525994]"
when,"[0.2970007315288954, 0.16020482809070957, 0.08119970738844184, 0.28602779809802487, 0.14118507681053402, 0.03438185808339429]"
he,"[0.2992248062015504, 0.13798449612403102, 0.12403100775193798, 0.2837209302325581, 0.11472868217054263, 0.040310077519379844]"
stressed,"[0.524822695035461, 0.3617021276595745, 0.0, 0.05673758865248227, 0.0425531914893617, 0.014184397163120567]"
inhibited,"[0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0]"
elses,"[0.625, 0.25, 0.0, 0.0, 0.125, 0.0]"
kitchen,"[0.25, 0.125, 0.0625, 0.3125, 0.25, 0.0]"
